contig_3	gi|645320493|ref|NR_117686.1|	99.346	1529	10	0.0	2769	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320493|ref|NR_117686.1|	99.281	1529	11	0.0	2763	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320493|ref|NR_117686.1|	99.150	1529	13	0.0	2752	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320491|ref|NR_117684.1|	99.542	1529	7	0.0	2785	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320491|ref|NR_117684.1|	99.477	1529	8	0.0	2780	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320491|ref|NR_117684.1|	99.411	1529	9	0.0	2774	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320491|ref|NR_117684.1|	99.346	1529	10	0.0	2769	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320491|ref|NR_117684.1|	99.281	1529	11	0.0	2763	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320491|ref|NR_117684.1|	99.281	1529	11	0.0	2763	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320491|ref|NR_117684.1|	99.215	1529	12	0.0	2758	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320491|ref|NR_117684.1|	99.084	1529	14	0.0	2747	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320492|ref|NR_117685.1|	99.477	1529	8	0.0	2780	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320492|ref|NR_117685.1|	99.411	1529	9	0.0	2774	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320492|ref|NR_117685.1|	99.346	1529	10	0.0	2769	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320492|ref|NR_117685.1|	99.281	1529	11	0.0	2763	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320492|ref|NR_117685.1|	99.215	1529	12	0.0	2758	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320492|ref|NR_117685.1|	99.215	1529	12	0.0	2758	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320492|ref|NR_117685.1|	99.150	1529	13	0.0	2752	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320492|ref|NR_117685.1|	99.019	1529	15	0.0	2741	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
