contig	subject	pct_id	aln_len	mismatches	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	subject_title	pct_cov_of_ref	db
contig_3	card~~~SHV-25~~~AF208796.2:0-861~~~cephalosporin;penicillin_beta-lactam	99.535	861	4	0	4148681	4149541	1	861	0.0	1568	5306069	861	card~~~SHV-25~~~AF208796.2:0-861~~~cephalosporin;penicillin_beta-lactam SHV-25 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-228~~~NG_062300.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.535	861	4	0	4148681	4149541	1	861	0.0	1568	5306069	861	card~~~SHV-228~~~NG_062300.1:0-861~~~cephalosporin;penicillin_beta-lactam A beta-lactamase gene found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-227~~~NG_062299.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.535	861	4	0	4148681	4149541	1	861	0.0	1568	5306069	861	card~~~SHV-227~~~NG_062299.1:0-861~~~cephalosporin;penicillin_beta-lactam Beta-lactamase gene from Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-215~~~NG_062287.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.535	861	4	0	4148681	4149541	1	861	0.0	1568	5306069	861	card~~~SHV-215~~~NG_062287.1:0-861~~~cephalosporin;penicillin_beta-lactam A beta-lactamase gene found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-187~~~LN515533.1:0-867~~~cephalosporin;penicillin_beta-lactam	99.308	867	6	0	4148675	4149541	1	867	0.0	1568	5306069	867	card~~~SHV-187~~~LN515533.1:0-867~~~cephalosporin;penicillin_beta-lactam SHV-187 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.	100.0	card
contig_3	card~~~SHV-185~~~KM233164.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.535	861	4	0	4148681	4149541	1	861	0.0	1568	5306069	861	card~~~SHV-185~~~KM233164.1:0-861~~~cephalosporin;penicillin_beta-lactam SHV-185 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.	100.0	card
contig_3	card~~~SHV-173~~~KF513178.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.535	861	4	0	4148681	4149541	1	861	0.0	1568	5306069	861	card~~~SHV-173~~~KF513178.1:0-861~~~cephalosporin;penicillin_beta-lactam SHV-173 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.	100.0	card
contig_3	card~~~SHV-13~~~AF164577.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.535	861	4	0	4148681	4149541	1	861	0.0	1568	5306069	861	card~~~SHV-13~~~AF164577.1:0-861~~~cephalosporin;penicillin_beta-lactam SHV-13 is an extended-spectrum beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-116~~~NG_068211.1:100-961~~~cephalosporin;penicillin_beta-lactam	99.535	861	4	0	4148681	4149541	1	861	0.0	1568	5306069	861	card~~~SHV-116~~~NG_068211.1:100-961~~~cephalosporin;penicillin_beta-lactam SHV-116 is a beta-lactamase that has been found in clinical isolates.	100.0	card
contig_3	card~~~SHV-107~~~AM941848.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.535	861	4	0	4148681	4149541	1	861	0.0	1568	5306069	861	card~~~SHV-107~~~AM941848.1:0-861~~~cephalosporin;penicillin_beta-lactam SHV-107 is an inhibitor-resistant beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-99~~~AM941845.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-99~~~AM941845.1:0-861~~~cephalosporin;penicillin_beta-lactam SHV-99 is a beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-96~~~EF373971.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-96~~~EF373971.1:0-861~~~cephalosporin;penicillin_beta-lactam SHV-96 is a beta-lactamase found in Acinetobacter baumannii.	100.0	card
contig_3	card~~~SHV-94~~~EF373970.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-94~~~EF373970.1:0-861~~~cephalosporin;penicillin_beta-lactam SHV-94 is a beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-89~~~DQ193536.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-89~~~DQ193536.1:0-861~~~cephalosporin;penicillin_beta-lactam SHV-89 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-85~~~DQ322460.1:15-876~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-85~~~DQ322460.1:15-876~~~cephalosporin;penicillin_beta-lactam SHV-85 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-81~~~AM176556.2:25-886~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-81~~~AM176556.2:25-886~~~cephalosporin;penicillin_beta-lactam SHV-81 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-79~~~AM176554.2:30-891~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-79~~~AM176554.2:30-891~~~cephalosporin;penicillin_beta-lactam SHV-79 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-77~~~AM176552.2:30-891~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-77~~~AM176552.2:30-891~~~cephalosporin;penicillin_beta-lactam SHV-77 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae and E. coli.	100.0	card
contig_3	card~~~SHV-61~~~AJ866284.2:0-861~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-61~~~AJ866284.2:0-861~~~cephalosporin;penicillin_beta-lactam SHV-61 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-60~~~AB302939.1:8-869~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-60~~~AB302939.1:8-869~~~cephalosporin;penicillin_beta-lactam SHV-60 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-56~~~EU586041.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-56~~~EU586041.1:0-861~~~cephalosporin;penicillin_beta-lactam SHV-56 is an inhibitor-resistant beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-40~~~AF535128.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-40~~~AF535128.1:0-861~~~cephalosporin;penicillin_beta-lactam SHV-40 is an extended-spectrum beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-35~~~AY070258.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-35~~~AY070258.1:0-861~~~cephalosporin;penicillin_beta-lactam SHV-35 is a beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-28~~~AF299299.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-28~~~AF299299.1:0-861~~~cephalosporin;penicillin_beta-lactam SHV-28 is a beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-27~~~AF293345.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-27~~~AF293345.1:0-861~~~cephalosporin;penicillin_beta-lactam SHV-27 is an extended-spectrum beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-240~~~OR876332.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-240~~~OR876332.1:0-861~~~cephalosporin;penicillin_beta-lactam Inhibitor-resistant class A beta-lactamase SHV-240.	100.0	card
contig_3	card~~~SHV-235~~~OR863407.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-235~~~OR863407.1:0-861~~~cephalosporin;penicillin_beta-lactam Class A beta-lactamase SHV-235.	100.0	card
contig_3	card~~~SHV-224~~~NG_062296.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-224~~~NG_062296.1:0-861~~~cephalosporin;penicillin_beta-lactam A beta-lactamase gene found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-217~~~NG_062289.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-217~~~NG_062289.1:0-861~~~cephalosporin;penicillin_beta-lactam A beta-lactamase gene found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-214~~~NG_062286.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-214~~~NG_062286.1:0-861~~~cephalosporin;penicillin_beta-lactam A beta-lactamase gene found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-213~~~NG_062285.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-213~~~NG_062285.1:0-861~~~cephalosporin;penicillin_beta-lactam A beta-lactamase gene found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-209~~~NG_062281.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-209~~~NG_062281.1:0-861~~~cephalosporin;penicillin_beta-lactam A beta-lactamase gene found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-208~~~NG_062280.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-208~~~NG_062280.1:0-861~~~cephalosporin;penicillin_beta-lactam A beta-lactamase gene found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-203~~~NG_055668.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-203~~~NG_055668.1:0-861~~~cephalosporin;penicillin_beta-lactam A beta-lactamase gene found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-202~~~MF804906.1:0-867~~~cephalosporin;penicillin_beta-lactam	99.193	867	7	0	4148675	4149541	1	867	0.0	1563	5306069	867	card~~~SHV-202~~~MF804906.1:0-867~~~cephalosporin;penicillin_beta-lactam A beta-lactamase gene found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-172~~~KF513177.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-172~~~KF513177.1:0-861~~~cephalosporin;penicillin_beta-lactam SHV-172 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.	100.0	card
contig_3	card~~~SHV-144~~~JQ926986.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-144~~~JQ926986.1:0-861~~~cephalosporin;penicillin_beta-lactam SHV-144 is a beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-137~~~HQ661363.1:71-932~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-137~~~HQ661363.1:71-932~~~cephalosporin;penicillin_beta-lactam SHV-137 is a beta-lactamase.	100.0	card
contig_3	card~~~SHV-121~~~HQ661362.1:71-932~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-121~~~HQ661362.1:71-932~~~cephalosporin;penicillin_beta-lactam SHV-121 is a beta-lactamase that has been found in clinical isolates. Identical to SHV-136.	100.0	card
contig_3	card~~~SHV-12~~~KF976405.1:7837-8698~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-12~~~KF976405.1:7837-8698~~~cephalosporin;penicillin_beta-lactam SHV-12 is an extended-spectrum beta-lactamase found in Acinetobacter baumannii.	100.0	card
contig_3	card~~~SHV-119~~~KJ776406.1:16-877~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-119~~~KJ776406.1:16-877~~~cephalosporin;penicillin_beta-lactam SHV-119 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.	100.0	card
contig_3	card~~~SHV-110~~~HQ877615.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-110~~~HQ877615.1:0-861~~~cephalosporin;penicillin_beta-lactam SHV-110 is a beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-1~~~FJ668814.1:76-937~~~cephalosporin;penicillin_beta-lactam	99.419	861	5	0	4148681	4149541	1	861	0.0	1563	5306069	861	card~~~SHV-1~~~FJ668814.1:76-937~~~cephalosporin;penicillin_beta-lactam SHV-1 is a broad-spectrum beta-lactamase found in Klebsiella spp., as well as Acinetobacter spp., E. coli., Raoultella terrigena, and Yersinia pestis.	100.0	card
contig_3	card~~~SHV-83~~~AM176558.2:0-861~~~cephalosporin;penicillin_beta-lactam	99.418	859	5	0	4148683	4149541	3	861	0.0	1559	5306069	861	card~~~SHV-83~~~AM176558.2:0-861~~~cephalosporin;penicillin_beta-lactam SHV-83 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	99.76771196283391	card
contig_3	card~~~SHV-98~~~AM941844.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.303	861	6	0	4148681	4149541	1	861	0.0	1557	5306069	861	card~~~SHV-98~~~AM941844.1:0-861~~~cephalosporin;penicillin_beta-lactam SHV-98 is a beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-97~~~EF373973.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.303	861	6	0	4148681	4149541	1	861	0.0	1557	5306069	861	card~~~SHV-97~~~EF373973.1:0-861~~~cephalosporin;penicillin_beta-lactam SHV-97 is a beta-lactamase found in Enterococcus faecalis.	100.0	card
contig_3	card~~~SHV-95~~~EF373972.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.303	861	6	0	4148681	4149541	1	861	0.0	1557	5306069	861	card~~~SHV-95~~~EF373972.1:0-861~~~cephalosporin;penicillin_beta-lactam SHV-95 is a beta-lactamase found in Citrobacter freundii.	100.0	card
contig_3	card~~~SHV-93~~~EF373969.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.303	861	6	0	4148681	4149541	1	861	0.0	1557	5306069	861	card~~~SHV-93~~~EF373969.1:0-861~~~cephalosporin;penicillin_beta-lactam SHV-93 is a beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-80~~~AM176555.2:0-861~~~cephalosporin;penicillin_beta-lactam	99.303	861	6	0	4148681	4149541	1	861	0.0	1557	5306069	861	card~~~SHV-80~~~AM176555.2:0-861~~~cephalosporin;penicillin_beta-lactam SHV-80 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-78~~~AM176553.2:30-891~~~cephalosporin;penicillin_beta-lactam	99.303	861	6	0	4148681	4149541	1	861	0.0	1557	5306069	861	card~~~SHV-78~~~AM176553.2:30-891~~~cephalosporin;penicillin_beta-lactam SHV-78 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-66~~~DQ174306.1:4-865~~~cephalosporin;penicillin_beta-lactam	99.303	861	6	0	4148681	4149541	1	861	0.0	1557	5306069	861	card~~~SHV-66~~~DQ174306.1:4-865~~~cephalosporin;penicillin_beta-lactam SHV-66 is an extended-spectrum beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-62~~~AJ866285.2:0-861~~~cephalosporin;penicillin_beta-lactam	99.303	861	6	0	4148681	4149541	1	861	0.0	1557	5306069	861	card~~~SHV-62~~~AJ866285.2:0-861~~~cephalosporin;penicillin_beta-lactam SHV-62 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-6~~~DAGOBI010000132.1:1383-2244~~~cephalosporin;penicillin_beta-lactam	99.303	861	6	0	4148681	4149541	1	861	0.0	1557	5306069	861	card~~~SHV-6~~~DAGOBI010000132.1:1383-2244~~~cephalosporin;penicillin_beta-lactam SHV-6 is an extended-spectrum beta-lactamase that has been found in clinical isolates.	100.0	card
contig_3	card~~~SHV-51~~~AY289548.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.303	861	6	0	4148681	4149541	1	861	0.0	1557	5306069	861	card~~~SHV-51~~~AY289548.1:0-861~~~cephalosporin;penicillin_beta-lactam SHV-51 is a beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-44~~~AY259119.1:116-977~~~cephalosporin;penicillin_beta-lactam	99.303	861	6	0	4148681	4149541	1	861	0.0	1557	5306069	861	card~~~SHV-44~~~AY259119.1:116-977~~~cephalosporin;penicillin_beta-lactam SHV-44 is a broad-spectrum beta-lactamase found in Klebsiella pneumoniae.	100.0	card
contig_3	card~~~SHV-42~~~AF535130.1:0-861~~~cephalosporin;penicillin_beta-lactam	99.303	861	6	0	4148681	4149541	1	861	0.0	1557	5306069	861	card~~~SHV-42~~~AF535130.1:0-861~~~cephalosporin;penicillin_beta-lactam SHV-42 is an extended-spectrum beta-lactamase found in Klebsiella pneumoniae.	100.0	card
